Url,Id,Locality name,Postal code,Price,Property type,Property subtype,Type of sale,Fireplaces:,Swimming pool,Kitchen type:,Available as of,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Surroundings type,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Professional space surface,Basement,Furnished,Surface of the plot,Connection to sewer network,"Gas, water & electricity",Terrace,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Tenement building,Address,External reference
https://www.immoweb.be/en/classified/apartment/for-sale/zedelgem/8210/11130316,11130316,zedelgem,8210,356895,appartment,apartment,for-sale,0,0,0,,,2023,Good,,,,,119,43,,,,3,13,13,12,,,,,2,,,,,,,,,,,,,,,,1,0,Torhoutse Steenweg 344,M-one 1.05
https://www.immoweb.be/en/classified/apartment/for-sale/zedelgem/8210/11130317,11130317,zedelgem,8210,319815,appartment,apartment,for-sale,0,0,0,,,2023,Good,,,,,100,48,,,,2,12,12,,,,,,1,,,,,,,,,,,,,,,,1,0,Torhoutse Steenweg 344,M-one 1.08
https://www.immoweb.be/en/classified/house/for-sale/lier/2500/11130320,11130320,lier,2500,315000,house,house,for-sale,0,0,0,After signing the deed,,1874,As new,4 m,2,,,124,,,1,,2,,,,,,1,,2,,,,1,,85,,1,,234,C,,,,Gas,1,0,Antwerpsesteenweg 359,132926 - LIE-24-JLE-
https://www.immoweb.be/en/classified/villa/for-sale/groot-bijgaarden/1702/10999863,10999863,groot-bijgaarden,1702,585000,house,villa,for-sale,0,0,0,After signing the deed,,1971,Good,9 m,4,3,,305,40,,1,23,5,16,16,14,13,9,1,,2,15,1,,,,638,,1,,339,D,20230617-0002921189-RES-1,,,Gas,1,1,Itterbeeksebaan 127,74 - 1329
https://www.immoweb.be/en/classified/apartment/for-sale/zedelgem/8210/11130318,11130318,zedelgem,8210,340240,appartment,apartment,for-sale,0,0,0,,,2023,Good,,,,,110,45,,,,2,12,12,,,,,,1,,,,,,,,,,,,,,,,1,0,Torhoutse Steenweg 344,M-one 2.04
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/11130328,11130328,eeklo,9900,279000,house,house,for-sale,0,0,0,,,,,4 m,,,,137,,,1,,3,,,,,,1,,,,,,,,180,Connected,,,158,B,20240206-0003133880-RES-1,,,,1,0,Stationsstraat 41,TK/Zandstraat54/Eeklo
https://www.immoweb.be/en/classified/apartment/for-sale/ninove/9400/11130332,11130332,ninove,9400,239000,appartment,apartment,for-sale,0,0,0,,,2018,Good,,,,Urban,77,,,1,,2,,,,,,1,,1,,,,,,,,,,59,A,41048-G-2015_312/EP06311/A001/D02/SD012,,,Gas,,0,Brakelsesteenweg 269,spir1859
https://www.immoweb.be/en/classified/apartment/for-sale/sint-agatha-berchem/1082/11130321,11130321,sint-agatha-berchem,1082,319000,appartment,apartment,for-sale,0,0,0,After signing the deed,,2002,Good,,2,2,,90,33,1,1,8,2,15,12,12,,,1,,1,12,1,,,,,,,,104,C,20240109-0000666912-01-6,,,Gas,1,0,Itterbeeksebaan 127,78 - 1333
https://www.immoweb.be/en/classified/apartment/for-sale/zedelgem/8210/11130319,11130319,zedelgem,8210,344844,appartment,apartment,for-sale,0,0,0,,,2023,Good,,,,,112,36,,,,2,12,12,,,,,,1,,,,,,,,,,,,,,,,1,0,Torhoutse Steenweg 344,M-one 2.06
https://www.immoweb.be/en/classified/house/for-sale/mont-sainte-aldegonde/7141/10992624,10992624,mont-sainte-aldegonde,7141,170000,house,house,for-sale,0,0,0,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1544,,,,361,E,20230417017170,,,,,0,Avenue Wanderpepen 29,IMMOSALDI_112923
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/11130341,11130341,ninove,9400,340000,house,house,for-sale,0,0,0,,,,To renovate,,4,,Countryside,136,,,,,3,,,,,,1,,1,,,,,,1650,,,,700,F,20231108-00030334940-RES-1,,,,,0,Brakelsesteenweg 269,spir1874
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/11130337,11130337,ninove,9400,340000,house,house,for-sale,0,0,0,,,,To renovate,,4,,Countryside,136,,,,,3,,,,,,1,,1,,,,,,1650,,,,700,F,20231108-00030334940-RES-1,,,,,0,Brakelsesteenweg 269,spir1873
https://www.immoweb.be/en/classified/duplex/for-sale/kessel-lo/3010/11130347,11130347,kessel-lo,3010,535000,appartment,duplex,for-sale,0,0,0,,,2023,Good,,,,,143,47,,1,,3,13,11,16,,,1,,1,,,,,,,,,,,,,,,,1,0,Brusselsestraat 140,K_Holsbeeksesteenweg_Vita Lo_1ste verdieping
https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/11130350,11130350,deinze,9800,529000,house,house,for-sale,0,0,0,,,,,,,,,172,,,1,,3,,,,,,1,,2,,,,,,781,Connected,,,,,,,,,1,0,Sasstraat 5,2024.02.08 - LOT 1 - Lagestraat - immo
https://www.immoweb.be/en/classified/apartment/for-sale/aalst%20%289300%29/9300/11032881,11032881,aalst%20%289300%29,9300,250000,appartment,apartment,for-sale,0,0,0,Immediately,,2023,,,,,,70,,,,,1,,,,,,1,,,,,,,,,,,,,A,,,,,,0,Nieuwewandeling 62,ATU | C1.1
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/11015471,11015471,nieuwpoort,8620,275000,appartment,apartment,for-sale,0,0,0,,,1977,,,,,,51,,,1,,1,,,,,,,,,,,,,,,,,,154,B,20231209-0003064107-RES-1,,,Gas,1,0,Albert I Laan 234,Nereïden 0405
https://www.immoweb.be/en/classified/apartment/for-sale/kessel-lo/3010/11130349,11130349,kessel-lo,3010,495000,appartment,apartment,for-sale,0,0,0,,,2023,Good,,,,,105,38,,1,,2,9,14,,,,1,,1,,,,,,,,,,,,,,,Gas,1,0,Brusselsestraat 140,1
https://www.immoweb.be/en/classified/apartment/for-sale/heverlee/3001/11130344,11130344,heverlee,3001,330000,appartment,apartment,for-sale,0,0,0,,,1960,,,,,,90,,,,,2,,,,,,1,,1,,,,,,,,,,261,C,20231028-0003024794-RES-1,,,Gas,1,0,Brusselsestraat 140,K_Kardinaal Mercierlaan 9 Bus 0001_Heverlee_app...
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/middelkerke/8430/11130352,11130352,middelkerke,8430,94990,house,mixed-use-building,for-sale,0,0,0,,,2016,Good,,,,,,,,,,1,,,,,,1,,,,,,,,,Connected,,,,,,,,,,1,Albert I Laan 234,Ibis Styles Oostende K131
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/10174041,10174041,nieuwpoort,8620,745000,appartment,apartment,for-sale,0,0,0,,,1988,,,,,,68,,,1,,1,,,,,,1,,1,,,,,,,,,,162,B,20221014-0002693555-RES-1,,,Electric,1,0,Albert I Laan 234,Den Oever IV 0503
https://www.immoweb.be/en/classified/apartment/for-sale/kessel-lo/3010/11130345,11130345,kessel-lo,3010,495000,appartment,apartment,for-sale,0,0,0,,,2023,Good,,,,,105,38,,,,2,9,14,,,,1,,1,,,,,,,,,,,,,,,,1,0,Brusselsestraat 140,K_Holsbeeksesteenweg 73_Kessel-Lo
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11130358,11130358,blankenberge,8370,249000,appartment,apartment,for-sale,0,0,0,,,2009,,,,,,91,,,,,2,,,,,,1,,1,,,,,,,,,,271,C,20230621-0002924509-RES-1,,,,1,0,Pathoekeweg 120 B 1.01,A1953N
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11130359,11130359,blankenberge,8370,364750,appartment,apartment,for-sale,0,0,0,,,2024,,,,1,,100,,,,,2,,,,,,2,,2,,,,,,,,,,,,,,,,,0,Pathoekeweg 120 B 1.01,A1550-K363/04.02
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11130360,11130360,blankenberge,8370,383750,appartment,apartment,for-sale,0,0,0,,,2024,,,,,,106,,,,,2,,,,,,2,,2,,,,,,,,,,,,,,,,1,0,Pathoekeweg 120 B 1.01,A1550-K359/04.02
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11130362,11130362,blankenberge,8370,549900,appartment,apartment,for-sale,0,0,0,,,2023,,,,1,,135,,,,,3,,,,,,3,,2,,,,,,,,,,,,,,,,,0,Pathoekeweg 120 B 1.01,A1550-BV3/03.02
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11130361,11130361,blankenberge,8370,358500,appartment,apartment,for-sale,0,0,0,,,2024,,,,1,,98,,,,,2,,,,,,1,,2,,,,,,,,,,,,,,,,,0,Pathoekeweg 120 B 1.01,DBB-BV3/03.01
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11130363,11130363,blankenberge,8370,750000,appartment,apartment,for-sale,0,0,0,,,2024,,,,1,,163,,,,,3,,,,,,3,,2,,,,,,,,,,,,,,,,1,0,Pathoekeweg 120 B 1.01,A1550-K363/04.01
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/11121228,11121228,bruxelles,1000,1400000,house,apartment-block,for-sale,0,0,0,After signing the deed,,1890,To renovate,,2,,,448,,,1,,,,,,,,,,3,,1,,1,0,152,Connected,1,,312,F,T20201113.008,63 kg CO₂/m²,,Gas,1,1,Rue des Sablons 19,5841297
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10800986,10800986,bruxelles,1000,945000,house,apartment-block,for-sale,0,0,0,,Louise,1902,To be done up,,2,2,,300,,,1,,4,,,,,,2,,,,,,1,,156,,1,,384,G,201405270000230566015,82 kg CO₂/m²,,Gas,1,1,Av G.Dossin de st Georges 5 bte 6,8980 - 1501
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10817855,10817855,bruxelles,1000,1030000,house,house,for-sale,0,0,0,After signing the deed,1 - Bruxelles Sud,1960,To be done up,,3,1,Isolated,327,33,1,1,14,4,18,16,12,19,,2,1,2,,,,1,,366,Connected,,1,423,G,20230402­0000639431­01­2,84 kg CO₂/m²,,,1,0,Avenue Baron Albert d'Huart 130,5522422
https://www.immoweb.be/en/classified/exceptional-property/for-sale/bruxelles/1000/11115382,11115382,bruxelles,1000,895000,house,exceptional-property,for-sale,0,0,0,To be defined,Bruxelles- Quartier CEE,1897,Good,,2,,"Living area (residential, urban or rural)",277,20,1,1,11,4,22,18,15,14,,3,2,3,,,,,0,,,,,230,E,,46 kg CO₂/m²,,Gas,,0,Rue Franklin  90,5838555
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles-ville/1000/10694104,10694104,bruxelles-ville,1000,2495000,house,apartment-block,for-sale,0,0,0,Immediately,Botanique,1834,Just renovated,9.3 m,2,,"Living area (residential, urban or rural)",818,,1,0,,12,23,21,19,16,15,10,,,,,,1,,190,,1,1,94,B,,,,Gas,,1,Place du Grand Sablon 35,
https://www.immoweb.be/en/classified/apartment-block/for-sale/pentagone-bruxelles/1000/10666016,10666016,pentagone-bruxelles,1000,1290000,house,apartment-block,for-sale,0,0,0,,,1850,,,3,,,526,,,,36,5,13,13,,,,2,,,,0,,,0,105,Not connected,1,,24554,G,,45 kg CO₂/m²,,Gas,1,1,Rue Archimède 17,a0i0800000CDnoSAAT
https://www.immoweb.be/en/classified/house/for-sale/brussels/1000/11091504,11091504,brussels,1000,495000,house,house,for-sale,0,0,0,After signing the deed,Bruxelles centre,1930,To renovate,7 m,2,,Urban,246,64,,,14,3,20,20,16,,,3,,4,12,1,,,0,155,Connected,1,,617,G,202309050000654359017,124 kg CO₂/m²,,,,0,Fonteinstraat 11 bus 001,5823796
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/brussels/1000/10990259,10990259,brussels,1000,1300000,house,mixed-use-building,for-sale,0,0,0,Depending on the tenant,,1890,To renovate,,2,,"Living area (residential, urban or rural)",518,,,,,6,20,19,15,13,,3,,3,,,,,0,330,,,,335,F,,67 kg CO₂/m²,,Gas,,1,Rue Abbé Cuypers (étage 1) 3 3,5626893
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/9402335,9402335,bruxelles,1000,1400000,house,mixed-use-building,for-sale,0,0,0,After signing the deed,Européen,1899,Just renovated,,2,,,568,,,1,,3,,,,,,3,,5,515,1,,1,,196,,0,,450,G,,96 kg CO₂/m²,,Gas,1,1,Avenue du Pesage 10,1900 - 1883
https://www.immoweb.be/en/classified/house/for-sale/brussels/1000/10965913,10965913,brussels,1000,450000,house,house,for-sale,0,0,0,After signing the deed,,1913,Good,6 m,2,,"Living area (residential, urban or rural)",210,17,1,1,13,4,25,17,18,20,,3,3,4,,,,1,0,225,Connected,1,1,209,D,20210902-0000594931-01-7,42 kg CO₂/m²,,,,0,Chaussée d'Alsemberg 528,5613362
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10815556,10815556,bruxelles,1000,360000,house,house,for-sale,0,0,0,After signing the deed,Bruxelles (19 communes),1920,Good,4.8 m,3,,Urban,135,21,1,1,12,4,21,21,15,12,,2,2,2,,,,1,0,45,Connected,1,,318,F,,64 kg CO₂/m²,,Gas,1,0,"Avenue des Cerisiers, 212",5515197
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/10994408,10994408,bruxelles,1000,515000,house,mixed-use-building,for-sale,0,0,0,After signing the deed,,1890,As new,,2,,Shop street,134,,1,1,,3,14,10,14,,,,1,2,,0,43,,,43,Connected,1,,275,F,20160712-0000347528-01-7,59 kg CO₂/m²,,Gas,1,1,,
https://www.immoweb.be/en/classified/mansion/for-sale/bruxelles/1000/10653822,10653822,bruxelles,1000,1950000,house,mansion,for-sale,0,0,0,After signing the deed,Centre Ville,1894,Good,6.2 m,2,1,Isolated,497,,,1,,6,,,,,,3,2,4,,1,,1,0,242,Connected,,,400,G,20220831-0000619732-01-9,80 kg CO₂/m²,,Gas,,0,Avenue de Tervuren 113,5414586
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/11124185,11124185,bruxelles,1000,925000,house,apartment-block,for-sale,0,0,0,Depending on the tenant,,1950,Good,,2,,Isolated,550,,,1,,6,15,24,14,,,5,5,5,,,,,0,200,Connected,1,,323,F,,64 kg CO₂/m²,,Gas,1,1,.,5842939
https://www.immoweb.be/en/classified/apartment-block/for-sale/brussels-city/1000/10676542,10676542,brussels-city,1000,320000,house,apartment-block,for-sale,0,0,0,After signing the deed,Brussel,,Good,5 m,2,,Mall,180,45,,1,45,4,45,45,45,45,,4,4,4,,,,,0,45,Connected,1,,343,F,20230628-0000648859-01-3,68 kg CO₂/m²,,Gas,1,1,Parklaan 59/1,5415537
